FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Marréaux Delavigne, A.",", A.",marrea1,0,,,,,,,,,,,Avocat,avocat,,,,,,,,False,,,
"François-Marsal, Frédéric",", Frédéric",marsal1,0,,,,,1874,1958,,,,,"1874-1958, Homme politique français, ministre des finances et  président du Conseil des ministres (THRA)",Homme politique français,,,,,,,,False,1874-1958,,
"Marsan, Eugène",", Eugène",marsan1,0,,,,,1882,1936,,,,,"1882-1936, Écrivain, journaliste et critique littéraire français (THRA)",Écrivain,,,,,,,,False,1882-1936,,
"La Forest d'Armaillé, Jeanne de Marsay, Mme Charles de",", Jeanne de Marsay, Mme Charles de",marsay1,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Marsick, Martin Pierre Joseph",", Martin Pierre Joseph",marsic1,0,,,,,1848,1924,,,,,"1848-1924, violoniste",violoniste,,,,,,,,False,1848-1924,,
"Martel de Janville, Aymar de",", Aymar de",martel1,0,,,,,1870,1904,,,,,"1870-1904, fils ainé de Gyp",fils ainé de Gyp,,,,,,,,False,1870-1904,,
"Martel, vicomte Damien Charles de",", vicomte Damien Charles de",martel2,0,,,,,1878,1940,,Male,,,"1878-1940, diplomate",diplomate,,,,,,,,False,1878-1940,,
"Martel, Marguerite Bardac, vicomtesse Charles de",", Marguerite Bardac, vicomtesse Charles de",martel3,0,,,,,,,,Female,,,"mariée en 1905, fille de Noël Bardac",fille de Noël Bardac,,,,,,,,False,,1905,
"Martel, marquis de",", marquis de",martel4,0,,,,,,,,Male,,,père de Charles de Martel,père de Charles de Martel,,,,,,,,False,,,
"Martel, marquise de; née Hubert de Salmon",", marquise de; née Hubert de Salmon",martel5,0,,,,,,,,Female,,,mère de Charles de Martel,mère de Charles de Martel,,,,,,,,False,,,
"Martignac, Auguste de",", Auguste de",martig1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Martignac, Jean de",", Jean de",martig2,0,,,,,,,,,,,,,,,,,,,,False,,,
"Martignac, Geneviève Vandal, Mme Jean de",", Geneviève Vandal, Mme Jean de",martig3,0,,,,,,,,Female,,,mariée en 1906,,,,,,,,,False,,1906,
"Martignac, Jean-Baptiste-Sylvère Gay, vicomte de",", Jean-Baptiste-Sylvère Gay, vicomte de",martig4,0,,,,,1778,1832,,Male,,,"1778-1832, homme politique",homme politique,,,,,,,,False,1778-1832,,
"Martin, Jules",", Jules",martin1,0,,,,,1860,,,,,,"1860-?, auteur de répertoires biographiques d'artistes",auteur de répertoires biographiques d'artistes,,,,,,,,False,,,
"Martin Le Roy, Charlotte de Bonvouloir, Mme Jacques",", Charlotte de Bonvouloir, Mme Jacques",martin10,0,,,,,,,1908,Female,,,en 1908,,,,,,,,,False,,,
"Martin Le Roy, Jacques",", Jacques",martin11,0,,,,,,,1908,,,,en 1908,,,,,,,,,False,,,
"Martin, Dr Alfred",", Dr Alfred",martin12,0,,,,,1846,1911,,,,,"1846?-1911. Peut-être la même personne que le Dr martin qui a soigné Proust enfant, ou que le Dr Martin collègue d'Adrien Proust",. Peut-être la même personne que le Dr martin qui a soigné Proust enfant,,,,,,,,False,1846-1911,,
"Martini, Charles",", Charles",martin13,0,,,,,1829,1911,,,,,"1829-1911, avocat",avocat,,,,,,,,False,1829-1911,,
"Martini, Auguste",", Auguste",martin14,0,,,,,,,,,,,"avocat, fils de Charles Martini",avocat,,,,,,,,False,,,
"Martini, Georges",", Georges",martin15,0,,,,,,,,,,,Fils de Charles Martini,Fils de Charles Martini,,,,,,,,False,,,
"Martin, Jacques",", Jacques",martin16,0,,,,,1844,1919,,,,,"1844-1919, peintre",peintre,,,,,,,,False,1844-1919,,
"Martin du Gard, Maurice; pseud. Ladvocat (?)",", Maurice; pseud. Ladvocat (?)",martin17,0,,,,,1896,1970,,,,,"1896-1970, homme de lettres, ami de Paul Morand ljp",homme de lettres,,,,,,,,False,1896-1970,,
"Martin-Chauffier, Louis",", Louis",martin18,0,,,,,1894,,,,,,"1894-?, homme de lettres ljp",homme de lettres,,,,,,,,False,,,
"Martin-Laya, Léopold",", Léopold",martin3,0,,,,,1864,1894,,,,,"1864-1894, rédacteur au Figaro",rédacteur au Figaro,,,,,,,,False,1864-1894,,
"Martin, Aymé",", Aymé",martin4,0,,,,,,,,,,,"avocat, homme politique",avocat,,,,,,,,False,,,
"Martin du Gard, Roger",", Roger",martin7,0,,,,,1881,1958,,,,,"1881-1958, écrivain, archiviste",écrivain,,,,,,,,False,1881-1958,,
"Martin du Gard, Hélène Foucault, Mme Roger",", Hélène Foucault, Mme Roger",martin8,0,,,,,1887,,,Female,,,"1887-?, mariée en 1906",,,,,,,,,False,,1906,
"Martin, Henri",", Henri",martin9,0,,,,,1860,,,,,,"1860-?, peintre",peintre,,,,,,,,False,,,
"Martray, Raymond du",", Raymond du",martra1,0,,,,,,,1907,,,,témoin au duel Edwards-Franck en 1907,témoin au duel Edwards-Franck,,,,,,,,False,,,
"Marty, Mme Georges; née R.de Wulf",", Mme Georges; née R.de Wulf",marty1,0,,,,,,,,Female,,,"chante au mariage de Pierre de Segonzac, en septembre 1900",chante au mariage de Pierre de Segonzac,,,,,,,,False,,,
"Marville, Mme Pierre",", Mme Pierre",marvil1,0,,,,,,,1913,Female,,,à Cabourg en 1913,à Cabourg,,,,,,,,False,,,
"Marx, Roger",", Roger",marx1,0,,,Marx,,1859,1913,,,,,"1859-1913, critique littéraire et artistique",critique littéraire et artistique,,,,,,,,False,1859-1913,,
"Marx, mssr. J.",", mssr. J.",marx2,0,,,Marx,,,,1911,Male,,,"à Cabourg, en 1911",à Cabourg,,,,,,,,False,,,
"Mas, Emile",", Emile",mas1,0,,,,,,,1912,,,,"critique dramatique à Comoedia, en 1912",critique dramatique à Comoedia,,,,,,,,False,,,
"Mascagni, Pietro",", Pietro",mascag1,0,,,,,1863,1945,,,,,"1863-1945, compositeur italien",compositeur italien,,,,,,,,False,1863-1945,,
"Mascle, Frédéric",", Frédéric",mascle1,0,,,,,1853,1917,,,,,"1853-1917, homme politique",homme politique,,,,,,,,False,1853-1917,,
"Masle, Emile",", Emile",masle1,0,,,,,,,1918,,,,"professeur de la Sorbonne, gagne le prix Broquette-Gonin en 1918 (LJP)",professeur de la Sorbonne,,,,,,,,False,,,
"Masque de Fer, (Le), pseud. collectif de Jules Cardon dit Cardane et Jules Huret",", (Le), pseud. collectif de Jules Cardon dit Cardane et Jules Huret",masque1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Massa, marquis Philippe de",", marquis Philippe de",massa1,0,,,,,1831,1910,,Male,,,1831-1910,,,,,,,,,False,1831-1910,,
"Massa, Madeleine Coppens, marquise Philippe de",", Madeleine Coppens, marquise Philippe de",massa2,0,,,,,,,,Female,,,mariée en 1874,,,,,,,,,False,,1874,
"Massa, Alfred 3e duc de",", Alfred 3e duc de",massa3,0,,,,,1837,1913,,Male,,,1837-1913,,,,,,,,,False,1837-1913,,
"Massaro, Emile",", Emile",massar1,0,,,,,,,1906,,,,témoin du duel Millevoye-Noailles en 1906,témoin du duel Millevoye-Noailles,,,,,,,,False,,,
"Massé, Victor",", Victor",masse1,0,,,,,1822,1884,,,,,"compositeur, 1822-1884",compositeur,,,,,,,,False,1822-1884,,
"Massenet, Jules",", Jules",massen1,0,,,,,1842,1912,,,,,"1842-1912, compositeur",compositeur,,massen2,bessan2,,,,,False,1842-1912,,
"Massenet, Mlle Sainte-Marie, légalement Louise Constance de Gressy, Mme Jules",", Mlle Sainte-Marie, légalement Louise Constance de Gressy, Mme Jules",massen2,0,,,,,1841,,,Female,,,"1841-?, mariée en 1866",,,massen1,bessan2,,,,,False,,1866,
"Massis, Henri",", Henri",massis1,0,,,,,1886,1970,,,,,"1886-1970, journaliste",journaliste,,,,,,,,False,1886-1970,,
"Massis, Amable",", Amable",massis2,0,,,,,1893,1980,,,,,"1893-1980, altiste",altiste,,,,,,,,False,1893-1980,,
"Masson, Mme Frédéric, née Cottin",", Mme Frédéric, née Cottin",masson1,0,,,,,,1932,,Female,,,"?-1932, fille d'Auguste Cottin, conseiller d'Etat",fille d'Auguste Cottin,,,,,,,,False,,,
"Masson, Emile",", Emile",masson2,0,,,,,,,1907,,,,"traducteur de Carlyle, en 1907",traducteur de Carlyle,,,,,,,,False,,,
"Masson, Frédéric",", Frédéric",masson3,0,,,,,1847,1923,,,,,"1847-1923, historien, homme de lettres",historien,,,,,,,,False,1847-1923,,
"Matern, Mathis",", Mathis",matern1,0,,,,,,,1912,,,,"adjudant militaire des Palais nationaux, en 1912",adjudant militaire des Palais nationaux,,,,,,,,False,,,
"Mathé, Edouard",", Edouard",mathe1,0,,,,,1863,1936,,,,,"1863-1936, compositeur",compositeur,,,,,,,,False,1863-1936,,
"Bonaparte, princesse Mathilde",", princesse Mathilde",mathil1,0,,,,,1820,1904,,Female,,Princess,1820-1904,,,,,,bonapa1,,,False,1820-1904,,
"Matisse, Henri",", Henri",matiss1,0,,,,,1869,1954,,,,,"1869-1954, peintre",peintre,,,,,,,,False,1869-1954,,
"Matza, Dr Demetre-Achille",", Dr Demetre-Achille",matza1,0,,,,,1872,1937,1913,,,,"1872-1937, épouse Colette Dumas en 1897, puis Rosita Finaly en 1913",puis Rosita Finaly,,dumas3; finaly7,,,,,spouse: Colette Dumas,False,1872-1937,,
"Maubant, Henri-Polydore",", Henri-Polydore",mauban1,0,,,,,1821,1902,,,,,"1821-1902, comédien",comédien,,,,,,,,False,1821-1902,,
"Mauclair, Camille Faust, dit Camille",", Camille Faust, dit Camille",maucla1,0,,,,,1872,1945,,,,,"1872-1945, poète",poète,,,,,,,,False,1872-1945,,
"Maugham, William Somerset",", William Somerset",maugha1,0,,,,,1874,1965,,,,,"1874-1965, romancier, auteur dramatique anglais",romancier,,,,,,,,False,1874-1965,,
"Maugny, vicomte puis comte Clément de",", vicomte puis comte Clément de",maugny1,0,,,,,1875,1944,1918,Male,,,"1875-1944, comte en 1918",comte,,,,,,,,False,1875-1944,,
"Maugny, comtesse Clément de, née Rita Bussé",", comtesse Clément de, née Rita Bussé",maugny2,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Maugny, comtesse Honorine de Komar, comtesse Albert de",", comtesse Honorine de Komar, comtesse Albert de",maugny3,0,,,,,,1919,,Female,,,"?-1919, mère de Clément de Maugny",mère de Clément de Maugny,,,,,,,,False,,,
"Maugny, comte Albert de",", comte Albert de",maugny4,0,,,,,1839,1918,,Male,,,"1839-1918, diplomate, homme de lettres, père de Clément de Maugny",diplomate,,,,,,,,False,1839-1918,,
"Maugny, général, comte Charles-Albert de",", général, comte Charles-Albert de",maugny5,0,,,,,1798,1859,,Male,,,"1798-1859, dernier gouverneur général de la Savoie, grand-père de Clément de Maugny",dernier gouverneur général de la Savoie,,,,,,,,False,1798-1859,,
"Maugny, comtesse Charles-Albert de",", comtesse Charles-Albert de",maugny6,0,,,,,,,1898,Female,,,grand-mère de Clément de Maugny (encore en vie en 1898),grand-mère de Clément de Maugny (encore en vie ),,,,,,,,False,,,
"Maugny, Joseph de",", Joseph de",maugny7,0,,,,,,,,,,,,,,,,,,,,False,,,
"Maugny, Emilie Busse (ou Bussé), Mme Joseph de",", Emilie Busse (ou Bussé), Mme Joseph de",maugny8,0,,,,,,,,Female,,,mariée en 1902,,,,,,,,,False,,1902,
"Maujan, Adolphe; pseud. Jean Malus",", Adolphe; pseud. Jean Malus",maujan1,0,,,,,1853,1914,,,,,"1853-1914, homme politique",homme politique,,,,,,,,False,1853-1914,,
"Maunoury, Dr Victor-Gabriel",", Dr Victor-Gabriel",maunou1,0,,,,,1850,1926,,,,,"1850-1926, frère du général Maunoury",frère du général Maunoury,,,,,,,,False,1850-1926,,
"Mauny, Jacques vicomte Reviers de",", Jacques vicomte Reviers de",mauny1,0,,,,,,,,Male,,,,,,,,,,,,False,,,
"Mauny, Louise Marie Gabrielle Rioult de Neuville, vicomtesse Jacques Reviers de",", Louise Marie Gabrielle Rioult de Neuville, vicomtesse Jacques Reviers de",mauny2,0,,,,,1857,1931,,Female,,,"1857-1931, mariée en 1881, fille du comte Louis-Augustin Rioult de Neuville",fille du comte Louis-Augustin Rioult de Neuville,,,,,,,,False,1857-1931,1881,
"Maupassant, Guy de; pseud. Maufrigneuse",", Guy de; pseud. Maufrigneuse",maupas1,0,,,,,1850,1893,,,,,"1850-1893, homme de lettres",homme de lettres,,,,,,,,False,1850-1893,,
"Maupéou, vicomte A. de",", vicomte A. de",maupeo3,0,,,Maupéou,,,,,Male,,,,,,,,,,,,False,,,
"Maupéou, comtesse René de; née Savigny",", comtesse René de; née Savigny",maupeo4,0,,,Maupéou,,,,1915,Female,,,en 1915,,,,,,,,,False,,,
"Maupéou, lieutenant Jean de",", lieutenant Jean de",maupeo5,0,,,Maupéou,,,,,,,,"fils du comte Alfred de Maupéou et de la comtesse, née Hartmann; lieutenant du 33e artillerie, décoré du Croix de Guerre (LJP)",fils du comte Alfred de Maupéou et de la comtesse,,,,,,,,False,,,
"Maupin, Renée",", Renée",maupin1,0,,,,,,,1904,Female,,,comédienne en 1904,comédienne,,,,,,,,False,,,
"Maurel, André",", André",maurel1,0,,,,,1863,1943,,,,,"1863-1943, homme de lettres",homme de lettres,,,,,,,,False,1863-1943,,
"Maurel, Victor",", Victor",maurel3,0,,,,,1848,1923,,,,,"1848-1923, chanteur d'opéra",chanteur d'opéra,,,,,,,,False,1848-1923,,
"Maurel, Mme Victor",", Mme Victor",maurel4,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Maurevard, Georges",", Georges",maurev1,0,,,,,,,1903,,,,témoin pour Jean de Mitty dans un duel en 1903,témoin pour Jean de Mitty dans un duel,,,,,,,,False,,,
"Maurey, Max",", Max",maurey1,0,,,,,1868,1947,,,,,"1868-1947, auteur dramatique, acteur",auteur dramatique,,,,,,,,False,1868-1947,,
"Mauri, Rosita",", Rosita",mauri1,0,,,,,1856,1923,,,,,"1856-1923, danseuse",danseuse,,,,,,,,False,1856-1923,,
"Mauriac, François",", François",mauria1,0,,,,,1885,1970,,,,,"1885-1970, homme de lettres",homme de lettres,,,,,,,,False,1885-1970,,
"Mauriac, Claude",", Claude",mauria2,0,,,,,1914,1997,,,,,"1914-1997, homme de lettres",homme de lettres,,,,,,,,False,1914-1997,,
"Maurin, Gilbert",", Gilbert",maurin1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Maurin, Mario",", Mario",maurin2,0,,,,,,,,,,,homme de lettres,homme de lettres,,,,,,,,False,,,
"Maurois, Michelle",", Michelle",mauroi1,0,,,,,,,,,,,fille d'André Maurois,fille d'André Maurois,,,,,,,,False,,,
"Maurois, Ernest-Salomon-Wilhelm Herzog, dit André",", Ernest-Salomon-Wilhelm Herzog, dit André",mauroi2,0,,,,,1885,1967,,,,,1885-1967?,,,,,,,,,False,1885-1967,,
"Maurois, André",", André",mauroi3,0,,,,,1885,,,,,,1885- ; homme de lettres ljp,homme de lettres,,,,,,,,False,,,
"Maurras, Charles, pseud. Jean Constance",", Charles, pseud. Jean Constance",maurra1,0,,,,,1868,1952,,,,,"1868-1952, critique d'art",critique d'art,,,,,,,,False,1868-1952,,
"Mauser, Wolfram",", Wolfram",mauser1,0,,,,,,,,,,,Auteur d'articles sur Rilke et Placci,Auteur d'articles sur Rilke et Placci,,,,,,,,False,,,
"Max, Edouard Alexandre de Max, dit De",", Edouard Alexandre de Max, dit De",max1,0,,,,,1869,1924,,,,,"1869-1924, artiste dramatique",artiste dramatique,,,,,,,,False,1869-1924,,
"Max, Mme Charles; née Bienvenu",", Mme Charles; née Bienvenu",max2,0,,,,,,,1906,Female,,,en 1906,,,,,,,,,False,,,
"Mayer, Daniel",", Daniel",mayer1,0,,,,,1852,1903,,,German,,"1852-1903, cousin germain de Mme Adrien Proust",cousin germain de Mme Adrien Proust,,mayer5,dreyfu10; mayer8; mayer10,bernca1,mayer3,,,False,1852-1903,,
"Mayer, Jacques",", Jacques",mayer10,0,,,,,1886,1915,,,,,"1886-1915, 3e fils de M. et Mme Daniel Mayer",3e fils de M. et Mme Daniel Mayer,,,,mayer1; mayer5,dreyfu10; mayer6; mayer8,,,False,1886-1915,,
"Mayer, Marguerite Lévy, Mme René",", Marguerite Lévy, Mme René",mayer2,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"Mayer, Émile",", Émile",mayer3,0,,,,,,,,,,,Fils de Samuel et Ernestine Mayer,Fils de Samuel et Ernestine Mayer,,,,bernca1,mayer1,,,False,,,
"Mayer, Marguerite Lévy, Mme Daniel",", Marguerite Lévy, Mme Daniel",mayer5,0,,,,,1859,1926,,Female,,,1859-1926,,,mayer1,dreyfu10; mayer8; mayer10,,,,,False,1859-1926,,
"Mayer, Charles",", Charles",mayer6,0,,,,,1883,,,,,,"1883-?, fils de Daniel Mayer",fils de Daniel Mayer,,,,mayer1; mayer5,dreyfu10; mayer8; mayer10,,,False,,,
"Mayer, Henry",", Henry",mayer7,0,,,,,1857,,,,,,"1857-?, comédien",comédien,,,,,,,,False,,,
"Mayer, Maurice",", Maurice",mayer8,0,,,,,1884,1933,,,,,"1884-1933, fils de Daniel Mayer",fils de Daniel Mayer,,mayer9,,mayer1; mayer5,dreyfu10; mayer6; mayer10,,,False,1884-1933,,
"Mayer, Marianne Alcan, Mme Maurice",", Marianne Alcan, Mme Maurice",mayer9,0,,,,,,,,Female,,,mariée en 1911,,,mayer8,,,,,,False,,1911,
"Maygrier, Charles",", Charles",maygri1,0,,,,,1859,,,,,,"1859-?, médecin, obstétricien",médecin,,,,,,,,False,,,
"Mayo, Dr Charles Horace",", Dr Charles Horace",mayo1,0,,,,,1865,1939,,,,,"1865-1939, chirurgien américain",chirurgien américain,,,,,,,,False,1865-1939,,
"Mayo, Dr William James",", Dr William James",mayo2,0,,,,,1861,1939,,,,,"1861-1939, chirurgien américain",chirurgien américain,,,,,,,,False,1861-1939,,
"Mayol, Félix",", Félix",mayol1,0,,,,,1872,1941,,,,,"1872-1941, chanteur de café-conecrt",chanteur de café-conecrt,,,,,,,,False,1872-1941,,
"Mayrargues, André",", André",mayrar1,0,,,,,1871,,,,,,1871-?,,,,,,,,,False,,,
"Mayrargue, Lucien",", Lucien",mayrar2,0,,,,,1877,,,,,,"1877-?, auteur dramatique,journaliste",auteur dramatique,,,,,,,,False,,,
"Mazade, Charles de",", Charles de",mazade1,0,,,,,1821,1893,,,,,"1821-1893, homme de lettres",homme de lettres,,,,,,,,False,1821-1893,,
"Mazeau, Charles",", Charles",mazeau1,0,,,,,1825,1905,,,,,"1825-1905, magistrat, homme politique",magistrat,,,,,,,,False,1825-1905,,
"Mazel, Henri",", Henri",mazel1,0,,,,,1864,1947,,,,,"1864-1947, sociologue, historien",sociologue,,,,,,,,False,1864-1947,,
"Mazza, madame",", madame",mazza1,0,,,,,,,1894,,,,Proust lui rend visite en 1894,Proust lui rend visite,,,,,,,,False,,,
"Mazzini, Pietro",", Pietro",mazzin1,0,,,,,,,,,,,gondolier de John Ruskin,gondolier de John Ruskin,,,,,,,,False,,,
"McKee, Mme Hartupee",", Mme Hartupee",mckee1,0,,,,,,,1907,Female,,,en 1907,,,,,,,,,False,,,
"Mecklembourg, duc Paul-Frédéric de",", duc Paul-Frédéric de",meckle1,0,,,,,1852,,,Male,,,1852-?,,,,,,,,,False,,,
"Mecklembourg, duchesse Paul-Frédéric, née princesse Marie de Windisch-Graetz",", duchesse Paul-Frédéric, née princesse Marie de Windisch-Graetz",meckle2,0,,,,,1856,,,Female,,,1856-??,,,,,,,,,False,,,
"Mecklembourg-Schwerin, Anastasia Michailovna, grande-duchesse Frédéric-François III de",", Anastasia Michailovna, grande-duchesse Frédéric-François III de",meckle3,0,,,,,1860,,,Female,,,"1860-?, mariée en 1879, mère du grand-duc Frédéric-François IV",mère du grand-duc Frédéric-François IV,,,,,,,,False,,1879,
"Médici del Vascello, le marquis Giuseppe de",", le marquis Giuseppe de",medici1,0,,,,,1869,,,Male,,,1869- ; 1er secrétaire de l'ambassade d'Italie; ami de Mme Scheikévitch (LJP),1er secrétaire de l'ambassade d'Italie,,,,,,,,False,,,
"Meer, André",", André",meer1,0,,,,,,,,,,,directeur de théâtre,directeur de théâtre,,,,,,,,False,,,
"Meffray, comte H. de",", comte H. de",meffra1,0,,,Meffray,,,,,Male,,,,,,,,,,,,False,,,
"Mégard, Marie Alexandrine Adélaïde Chamonal, dite Andrée",", Marie Alexandrine Adélaïde Chamonal, dite Andrée",megard1,0,,,,,1869,,,,,,"1869-?, comédienne",comédienne,,,,,,,,False,,,
"Meilhac, Henri",", Henri",meilha1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Meillet, Antoine",", Antoine",meillet1,0,,,,,1866,1936,,,,,"1866-1936, linguiste français",linguiste français,,,,,,,,False,1866-1936,,
"Meissonier, Ernest",", Ernest",meisso1,0,,,,,1815,1891,,,,,"1815-1891, peintre",peintre,,,,,,,,False,1815-1891,,
"Melba, Nelly Armstrong, dite Mme",", Nelly Armstrong, dite Mme",melba1,0,,,,,1860,1931,,Female,,,"1860-1931, cantatrice australienne",cantatrice australienne,,,,,,,,False,1860-1931,,
"Méline, Jules",", Jules",meline1,0,,,Méline,,1838,1925,,,,,"1838-1925, homme politique",homme politique,,,,,,,,False,1838-1925,,
"Mellot, Etienne",", Etienne",mellot1,0,,,,,,,,,,,parent de Pierre Lavallée,parent de Pierre Lavallée,,,,,,,,False,,,
"Mellot-Joubert, Charlotte",", Charlotte",mellot2,0,,,,,,,1907,,,,chanteuse (1907),chanteuse,,,,,,,,False,,,
"Melvill, Harry",", Harry",melvil1,0,,,,,,,,,,,,,,,,,,,,False,,,
"Ménard-Dorian, Aline Dorian, Mme Paul",", Aline Dorian, Mme Paul",menard1,0,,,,,1858,1929,,Female,,,1858-1929,,,,,,,,,False,1858-1929,,
"Ménard, Dr.",", Dr.",menard2,0,,,,,,,1894,,,,soigne Hanotaux en 1894,soigne Hanotaux,,,,,,,,False,,,
"Ménard-Dorian, Pauline, Mme Georges Hugo",", Pauline, Mme Georges Hugo",menard3,0,,,,,,,1911,Female,,,séparation de biens en 1899 (divorce en 1911),séparation de biens (divorce ),,,,,,,,False,,,
"Ménard-Dorian, Paul",", Paul",menard4,0,,,,,1846,1907,,,,,"1846-1907. Ajoute le nom de sa femme, Dorian, à son mariage",. Ajoute le nom de sa femme,,,,,,,,False,1846-1907,,
"Ménard, René",", René",menard5,0,,,,,1862,1930,,,,,"1862-1930, peintre, fils du peintre et écrivain René-Joseph Ménard",peintre,,,,,,,,False,1862-1930,,
"Ménard, Jean",", Jean",menard6,0,,,,,1930,1977,,,,,1930-1977; écrivain ljp,écrivain,,,,,,,,False,1930-1977,,
"Mendelssohn-Bartholdy, Félix",", Félix",mendel1,0,,,,,1809,1847,,,,,"1809-1847, compositeur allemand",compositeur allemand,,,,,,,,False,1809-1847,,
"Mendès, Catulle",", Catulle",mendes1,0,,,,,1841,1909,,,,,"1841-1909, auteur dramatique, romancier",romancier,,,,,,,,False,1841-1909,,
"Mendès, Jane Primitive Mette, Mme Boussac, puis Mme Catulle",", Jane Primitive Mette, Mme Boussac, puis Mme Catulle",mendes2,0,,,,,,1955,,Female,,,"?-1955, poète, journaliste",poète,,,,,,,,False,,,
"Mendès, Marius",", Marius",mendes3,0,,,,,1881,,,,,,"1881?-?, mécanicien",mécanicien,,,,,,,,False,,,
"Ménétrez, colonel O.",", colonel O.",menetr1,0,,,,,,,,,,,officier d'ordonnance du Président Faure,officier d'ordonnance du Président Faure,,,,,,,,False,,,
"Menier, Georges",", Georges",menier1,0,,,,,,1933,,,,,"?-1933, peintre, compositeur, fils de Gaston Menier (roi du chocolat)",peintre,,,,,,,,False,,,
"Menier, Simone Legrand, Mme Georges",", Simone Legrand, Mme Georges",menier2,0,,,,,,,,Female,,,mariée en 1904?,,,,,,,,,False,,1904,
"Menier, Gaston",", Gaston",menier3,0,,,,,1855,1934,,,,,"1855-1934, industriel (chocolat), homme politique",industriel (chocolat),,,,,,,,False,1855-1934,,
