ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
M928-02,Jean Mounet-Sully as Hernani,,Hernani,,"Mounet-Sully, 1841-1916; Actors; Costume; Theater--History--19th century--Pictorial works",Photomechanical prints,3 1/8 x 4 1/8 inches,Photomechanical processes,,Harper's New Monthly Magazine,"Half-length portrait, on page of Harper's.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700679,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1706,1706,1707.jpg,/actors/image/1707.jpg
M929r-01,Portrait of Rosoman Mountain (nee Wilkinson),1811,,,"Mountain, Rosemond, ca. 1768-1841; Actors; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,2 3/4 x 3 1/4 inches,Stippling; Engraving; Etching,"J.C.; Hopwood, J.","Vernor, Hood & Sharp","Portrait, bust, wearing turban with jewels and feather.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699701,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1707,1707,1708.jpg,/actors/image/1708.jpg
M929r-11,"Rosoman Mountain (Wilkinson) as Matilda in ""Richard Coeur de Lion""",1806,Matilda,Richard Coeur de Lion,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Costume; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Border 3 1/8 x 4 3/4 inches,Stippling; Engraving; Etching,De Wilde; Schiavonetti,J. Cawthorn,Whole-length portrait with castle in background.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699637,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1708,1708,1709.jpg,/actors/image/1709.jpg
M929r-12,"Rosoman Mountain (Wilkinson) as Peggy in ""The Gentle Shepherd""",1809,Peggy,The Gentle Shepherd,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 3 1/8 x 5 inches,Stippling; Engraving; Etching,Alais,J. Roach,"Whole-length portrait, with plaid cloth draped over arm. With text: ""Ye meadows, where we often stray'd, Ye banks where we were wont to wander.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699579,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1709,1709,1710.jpg,/actors/image/1710.jpg
M929r-02,Portrait of Rosoman Mountain (Wilkinson),1805,,,"Mountain, Rosemond, ca. 1768-1841; Actors; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,2 1/4 x 3 1/4 inches,Stippling; Engraving; Etching,"Dighton, R.; MacKenzie, K.",,Half-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690920,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1710,1710,1711.jpg,/actors/image/1711.jpg
M929r-03,Portrait of Rosoman Mountain (Wilkinson),,,,"Mountain, Rosemond, ca. 1768-1841; Actors; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Mezzotints,4 1/2 x 5 1/2 inches,Mezzotint,,,"Three-quarter-length portrait, seated, playing keyboard instrument.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690855,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1711,1711,1712.jpg,/actors/image/1712.jpg
M929r-04,Portrait of Rosoman Mountain (Wilkinson) in character,1797,,,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 x 3 1/2 inches,Stippling; Engraving; Etching,"Ridley, W.",T. Bellamy,"Half-length portrait, with hair band and long hair.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700658,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1712,1712,1713.jpg,/actors/image/1713.jpg
M929r-06,"Rosoman Mountain (Wilkinson) as Clara in ""The Rage""",,Clara,The Rage,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Photomechanical prints,8 1/4 x 9 3/4 inches,Photomechanical processes,"Masquerier, J.J.; Turner, C.",,"Half-length portrait, wearing coat with fur trim. In color.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692826,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1713,1713,1714.jpg,/actors/image/1714.jpg
M929r-08,"Rosoman Mountain (Wilkinson) as Daphne in ""Midas""",1802,Daphne,Midas,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Border 3 1/4 x 4 1/2 inches,Stippling; Engraving; Etching,"Alais, J.",J. Roach,Whole-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699734,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1714,1714,1715.jpg,/actors/image/1715.jpg
M929r-09,"Rosoman Mountain (Wilkinson) as Fidelia in ""The Foundling""",1792,Fidelia,The Foundling,"Mountain, Rosemond, ca. 1768-1841; Actors; Costume; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 1/8 x 4 3/8 inches,Etching; Engraving,"De Wilde, S.; Trotter, T.",J. Bell,Whole-length portrait.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699509,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1715,1715,1716.jpg,/actors/image/1716.jpg
M936-01,Portrait of Anna Cora Mowatt Ritchie (nee Ogden),,,,"Ritchie, Anna Cora Ogden Mowatt, 1819-1870; Actors; Authors; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,3 3/4 x 5 inches,Stippling; Engraving; Etching,,,"Portrait, bust.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700761,2/20/2007,6/8/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/1716,1716,1717.jpg,/actors/image/1717.jpg
